ensembl_gene_id	hgnc_symbol	logFC_RETT_FC	PValue_RETT_FC	entrezgene
ENSG00000198930	CSAG1	0.160320496	0.163163126	158511
ENSG00000023839	ABCC2	-0.121748657	0.163220741	1244
ENSG00000121743	GJA3	-0.177137979	0.163283586	2700
ENSG00000176882		-0.167117607	0.163284354	NA
ENSG00000157214	STEAP2	0.153890277	0.163307112	261729
ENSG00000064995	TAF11	0.143432769	0.163312559	6882
ENSG00000118689	FOXO3	-0.184727606	0.163315771	2309
ENSG00000164122	ASB5	-0.152874702	0.163316368	140458
ENSG00000006042	TMEM98	-0.392830929	0.16348012	26022
ENSG00000189167	ZAR1L	0.164218913	0.16352507	646799
ENSG00000093134	VNN3	-0.216805244	0.163537559	55350
ENSG00000108179	PPIF	0.140900582	0.163622191	10105
ENSG00000135437	RDH5	0.257554647	0.163625775	5959
ENSG00000181273	OR5AK2	0.15590999	0.163642033	390181
ENSG00000129911	KLF16	0.110732237	0.163650864	83855
ENSG00000165312	OTUD1	-0.14478008	0.163691893	220213
ENSG00000249908	BRD9P2	0.150858985	0.163703739	NA
ENSG00000090621	PABPC4	0.145092451	0.16385379	8761
ENSG00000168124	OR1F1	-0.249600643	0.163859017	4992
ENSG00000204278	TMEM235	-0.189779928	0.163863298	283999
ENSG00000136108	CKAP2	0.214361921	0.163922382	26586
ENSG00000144229	THSD7B	0.132782315	0.163922804	80731
ENSG00000271034		0.14729402	0.163965931	NA
ENSG00000147601	TERF1	0.174741472	0.163977883	7013
ENSG00000274020	LINC01138	0.16208796	0.164003292	NA
ENSG00000237943	PRKCQ-AS1	-0.201693129	0.164004013	NA
ENSG00000196652	ZKSCAN5	0.212934495	0.16402085	23660
ENSG00000099290	WASHC2A	-0.238353342	0.164047106	387680
ENSG00000153684	GOLGA8F	0.120416256	0.164115164	100132565
ENSG00000166143	PPP1R14D	-0.150856372	0.164125938	54866
ENSG00000249840	GAPDHP76	0.186594836	0.164147228	NA
ENSG00000182162	P2RY8	-0.145024705	0.164149424	286530
ENSG00000106133	NSUN5P2	-0.140372689	0.164166017	260294
ENSG00000196550	FAM72A	0.132962765	0.164173528	729533
ENSG00000262075		-0.144753458	0.164179726	26102
ENSG00000113319	RASGRF2	-0.231843407	0.164251773	5924
ENSG00000128602	SMO	0.239630319	0.164280297	6608
ENSG00000076984	MAP2K7	0.14980042	0.164350105	5609
ENSG00000166169	POLL	0.154241622	0.164357793	27343
ENSG00000064205	WISP2	0.159706406	0.164370824	8839
ENSG00000137463	MGARP	0.199639276	0.164423776	84709
ENSG00000235370	DNM1P51	0.157439389	0.1644473	NA
ENSG00000108312	UBTF	0.186973051	0.164450857	7343
ENSG00000208006	MIR16-1	0.134317753	0.164472382	406950
ENSG00000147647	DPYS	0.169605954	0.164490839	1807
ENSG00000183695	MRGPRX2	0.131429066	0.164518511	117194
ENSG00000112486	CCR6	0.148982565	0.164545425	1235
ENSG00000082512	TRAF5	-0.158396744	0.164591522	7188
ENSG00000233987		0.170276611	0.164607275	NA
ENSG00000139687	RB1	-0.221009637	0.164640214	5925
ENSG00000228184	SNX19P1	0.132748178	0.1646633	NA
ENSG00000154040	CABYR	0.139881997	0.164695055	26256
ENSG00000238110		0.143144951	0.164708433	NA
ENSG00000150244	TRIM48	0.169559246	0.164713993	79097
ENSG00000134463	ECHDC3	-0.209967542	0.164718392	79746
ENSG00000100368	CSF2RB	0.165903656	0.164733072	1439
ENSG00000233081		-0.112692509	0.164835449	NA
ENSG00000090686	USP48	0.197607058	0.164867779	84196
ENSG00000161642	ZNF385A	0.325747362	0.164922173	25946
ENSG00000214896	RPSAP55	0.166970677	0.164992388	NA
ENSG00000174473	GALNTL6	-0.14933343	0.16504378	442117
ENSG00000170776	AKAP13	0.174308236	0.165079906	11214
ENSG00000104964	AES	-0.149742393	0.165085721	166
ENSG00000235455	IQCF5-AS1	-0.148463414	0.165092299	101928999
ENSG00000091879	ANGPT2	-0.251598726	0.165161338	285
ENSG00000152670	DDX4	-0.134490766	0.165194581	54514
ENSG00000109670	FBXW7	-0.398769178	0.165220213	55294
ENSG00000166816	LDHD	0.229111595	0.165250043	197257
ENSG00000162961	DPY30	-0.177652085	0.165305366	84661
ENSG00000043039	BARX2	0.131756484	0.1653127	8538
ENSG00000116815	CD58	-0.178438803	0.165315968	965
ENSG00000127666	TICAM1	0.140775457	0.165349729	148022
ENSG00000279755		-0.186774853	0.165388115	NA
ENSG00000143382	ADAMTSL4	-0.125489845	0.16546962	54507
ENSG00000254939		0.18293204	0.165483116	NA
ENSG00000178162	FAR2P2	-0.136461619	0.165574176	NA
ENSG00000162069	BICDL2	0.184884154	0.165585632	146439
ENSG00000186866	POFUT2	0.175869801	0.165641601	23275
ENSG00000160185	UBASH3A	0.168946826	0.165676098	53347
ENSG00000204006	C1orf185	-0.140815747	0.165676337	284546
ENSG00000204478	PRAMEF20	0.133565134	0.165679593	645425
ENSG00000105617	LENG1	0.155223437	0.165704787	79165
ENSG00000198879	SFMBT2	0.185122993	0.165747805	57713
ENSG00000126814	TRMT5	-0.141092479	0.165802324	57570
ENSG00000132768	DPH2	-0.141972402	0.165890813	1802
ENSG00000166224	SGPL1	0.169797052	0.165917596	8879
ENSG00000156675	RAB11FIP1	0.149117523	0.165944786	80223
ENSG00000222715	MIR1911	0.155663361	0.166117922	100302222
ENSG00000026036	RTEL1-TNFRSF6B	0.164859086	0.166179509	NA
ENSG00000215533	LINC00189	-0.169427699	0.16632882	193629
ENSG00000100416	TRMU	-0.16534516	0.166374429	55687
ENSG00000237700	PRAMEF33	0.129554403	0.166379089	645382
ENSG00000171903	CYP4F11	0.439238731	0.166424267	57834
ENSG00000131127	ZNF141	0.173026591	0.166424892	7700
ENSG00000100916	BRMS1L	-0.160558509	0.166432458	84312
ENSG00000122756	CNTFR	0.13503246	0.166445872	1271
ENSG00000118407	FILIP1	-0.468024633	0.166463211	27145
ENSG00000196578	OR5AC2	0.136484507	0.166573424	81050
ENSG00000237090		-0.14641101	0.166629472	NA
ENSG00000267175		-0.186038202	0.166776768	NA
ENSG00000228716	DHFR	-0.117443049	0.166780319	1719
ENSG00000225655		-0.134904932	0.166793149	NA
ENSG00000043093	DCUN1D1	0.123553516	0.166882182	54165
ENSG00000234456	MAGI2-AS3	0.202395761	0.166906877	100505881
ENSG00000160688	FLAD1	0.150698377	0.16691413	80308
ENSG00000197901	SLC22A6	-0.163138083	0.166974552	9356
ENSG00000170893	TRH	0.152384893	0.167001331	7200
ENSG00000215105	TTC3P1	-0.213829322	0.167091502	NA
ENSG00000174405	LIG4	0.17095493	0.16711624	3981
ENSG00000149201	CCDC81	0.15350177	0.167169139	60494
ENSG00000180432	CYP8B1	0.151071315	0.16723639	1582
ENSG00000167637	ZNF283	0.163453418	0.16736823	284349
ENSG00000236852		0.148117027	0.167457817	NA
ENSG00000176842	IRX5	0.161147115	0.167459193	10265
ENSG00000101104	PABPC1L	-0.272906034	0.167485413	80336
ENSG00000104522	TSTA3	-0.157009681	0.167516699	7264
ENSG00000175387	SMAD2	0.139003857	0.167531646	4087
ENSG00000079102	RUNX1T1	0.161837333	0.167613737	862
ENSG00000073849	ST6GAL1	-0.184091002	0.167622455	6480
ENSG00000221263	MIR548P	0.16588628	0.167692257	100302288
ENSG00000240707	LINC01168	0.19610696	0.167799013	399829
ENSG00000223749	MIR503HG	-0.129399959	0.16788753	84848
ENSG00000172789	HOXC5	0.16361989	0.167889573	3222
ENSG00000172830	SSH3	0.278340948	0.167958377	54961
ENSG00000099999	RNF215	0.200909172	0.167989317	200312
ENSG00000132199	ENOSF1	-0.540207358	0.167992431	55556
ENSG00000186086	NBPF6	-0.123189226	0.168009576	653149
ENSG00000275410	HNF1B	0.166200143	0.16807645	6928
ENSG00000106125	MINDY4	0.204027731	0.168078363	84182
ENSG00000198589	LRBA	0.197941373	0.168128582	987
ENSG00000105879	CBLL1	-0.159178428	0.168136558	79872
ENSG00000198856	OSTC	-0.181464516	0.168166441	58505
ENSG00000106638	TBL2	-0.248668767	0.168219602	26608
ENSG00000235162	C12orf75	-0.202339678	0.168310095	387882
ENSG00000207993	MIR134	0.139253315	0.168387197	406924
ENSG00000240787		0.14486032	0.168395993	NA
ENSG00000116525	TRIM62	0.174393946	0.168409305	55223
ENSG00000106436	MYL10	0.115781386	0.168519241	93408
ENSG00000225661	RPL14P5	-0.135766467	0.168567043	NA
ENSG00000100124	ANKRD54	-0.140683245	0.168571101	129138
ENSG00000162341	TPCN2	-0.226537899	0.168579606	219931
ENSG00000178685	PARP10	-0.166918401	0.168618015	84875
ENSG00000100441	KHNYN	0.283518802	0.168642666	23351
ENSG00000204148	LINC00474	-0.158312621	0.168657278	58483
ENSG00000121764	HCRTR1	-0.14743756	0.168731425	3061
ENSG00000126790	L3HYPDH	0.366235303	0.168775341	112849
ENSG00000185863	TMEM210	-0.159231975	0.168911188	100505993
ENSG00000114450	GNB4	0.259806307	0.168941441	59345
ENSG00000215146		0.161877033	0.168956587	441666
ENSG00000114200	BCHE	-0.181962577	0.168969791	590
ENSG00000104974	LILRA1	-0.125895142	0.168978716	11024
ENSG00000135486	HNRNPA1	-0.187083164	0.169032022	3178
ENSG00000145781	COMMD10	-0.435540172	0.169043647	51397
ENSG00000107669	ATE1	0.149927301	0.169059892	11101
ENSG00000152620	NADK2	0.198815415	0.169071579	133686
ENSG00000196296	ATP2A1	-0.151384876	0.169094503	487
ENSG00000258758		0.13290591	0.169128755	NA
ENSG00000205534	SMG1P2	0.147726018	0.169133502	NA
ENSG00000207635	MIR499A	0.168418749	0.169135402	574501
ENSG00000122481	RWDD3	-0.186430715	0.16913657	25950
ENSG00000114923	SLC4A3	0.152691381	0.169149733	6508
ENSG00000249020	SNORA58	0.159197282	0.16923944	NA
ENSG00000167916	KRT24	-0.137310589	0.169251945	192666
ENSG00000185298	CCDC137	-0.174128604	0.169362024	339230
ENSG00000242062	MARK2P6	-0.183413796	0.169363774	NA
ENSG00000139718	SETD1B	0.145665736	0.169422043	23067
ENSG00000228132		-0.302433747	0.16943977	NA
ENSG00000158773	USF1	-0.161546021	0.169442682	7391
ENSG00000266573		0.15505038	0.169459006	105372028
ENSG00000275391	MIR6770-3	0.138987214	0.169468324	102466259
ENSG00000105519	CAPS	-0.174808073	0.16950941	828
ENSG00000187653	TMSB4XP8	0.142335857	0.169521449	NA
ENSG00000118245	TNP1	0.126248167	0.169541623	7141
ENSG00000004939	SLC4A1	-0.161850381	0.169595394	6521
ENSG00000091536	MYO15A	0.158906775	0.169616579	51168
ENSG00000133874	RNF122	0.295345002	0.169654788	79845
ENSG00000184530	C6orf58	0.130233143	0.169673417	352999
ENSG00000115297	TLX2	-0.138941149	0.169678026	3196
ENSG00000180425	C11orf71	-0.1872058	0.169728564	54494
ENSG00000166888	STAT6	0.19935932	0.169764208	6778
ENSG00000144891	AGTR1	0.153698375	0.169800017	185
ENSG00000261447		0.142122659	0.169830213	NA
ENSG00000144724	PTPRG	0.227219692	0.16986809	5793
ENSG00000213250	RBMS2P1	-0.183880002	0.169982552	NA
ENSG00000162390	ACOT11	0.209967684	0.169997306	26027
ENSG00000251488		-0.206544666	0.17001674	NA
ENSG00000246596		-0.220631185	0.170063279	NA
ENSG00000099783	HNRNPM	-0.189412374	0.170139303	4670
ENSG00000229619	MBNL1-AS1	-0.148422592	0.170160315	401093
ENSG00000253676	TAGLN2P1	-0.12599836	0.170180246	NA
ENSG00000185158	LRRC37B	-0.136082897	0.170275516	114659
ENSG00000214140	PRCD	0.177067894	0.170328558	768206
ENSG00000221680	MIR1278	-0.125616506	0.170373643	100302163
ENSG00000109099	PMP22	-0.42607165	0.1704145	5376
ENSG00000187609	EXD3	-0.216952105	0.170444822	54932
ENSG00000257252		0.158533628	0.170459694	NA
ENSG00000128581	IFT22	-0.155929498	0.17046926	64792
ENSG00000130734	ATG4D	0.139932945	0.170499074	84971
ENSG00000174137	FAM53A	-0.172880895	0.170521627	152877
ENSG00000211800	TRAV20	-0.175834476	0.170540104	NA
ENSG00000261079		-0.144532856	0.170545306	NA
ENSG00000170502	NUDT9	-0.304081042	0.170584088	53343
ENSG00000233974		0.1434618	0.17062178	NA
ENSG00000178171	AMER3	-0.171093001	0.170636046	205147
ENSG00000119950	MXI1	-0.181452069	0.170644134	4601
ENSG00000187258	NPSR1	0.127818916	0.170654763	387129
ENSG00000090857	PDPR	0.170122507	0.170712992	55066
ENSG00000104918	RETN	0.126950448	0.170732185	56729
ENSG00000143437	ARNT	0.227349824	0.170781807	405
ENSG00000145113	MUC4	0.13496005	0.170810303	4585
ENSG00000109083	IFT20	-0.150576971	0.170862682	90410
ENSG00000182405	PGBD4	0.296981405	0.170889487	161779
ENSG00000107362	ABHD17B	-0.305576006	0.170954414	51104
ENSG00000156374	PCGF6	-0.156300819	0.170986151	84108
ENSG00000110422	HIPK3	-0.130462023	0.17101894	10114
ENSG00000126368	NR1D1	0.151260175	0.171067464	9572
ENSG00000249853	HS3ST5	0.182498322	0.171076901	222537
ENSG00000248019	FAM13A-AS1	0.138104347	0.171084922	285512
ENSG00000135040	NAA35	-0.12918608	0.171108903	60560
ENSG00000205318	GCNT6	-0.149202421	0.17112649	NA
ENSG00000197721	CR1L	-0.136092596	0.171160004	1379
ENSG00000112640	PPP2R5D	-0.184994966	0.171188839	5528
ENSG00000187266	EPOR	0.228095765	0.17120329	2057
ENSG00000196305	IARS	0.145403269	0.171211187	3376
ENSG00000276644	DACH1	0.327067774	0.171247516	1602
ENSG00000140030	GPR65	0.129701348	0.171286032	8477
ENSG00000172146	OR1A1	-0.143043202	0.171328355	8383
ENSG00000122642	FKBP9	0.111858328	0.171387356	11328
ENSG00000178130	FAM27E5	0.160838943	0.171410997	NA
ENSG00000160117	ANKLE1	0.125539964	0.171485482	126549
ENSG00000180113	TDRD6	-0.141452258	0.171557327	221400
ENSG00000134962	KLB	0.166312854	0.171571499	152831
ENSG00000249471	ZNF324B	-0.12060233	0.171739865	388569
ENSG00000160888	IER2	-0.137141885	0.171768674	9592
ENSG00000136542	GALNT5	0.15900743	0.171782598	11227
ENSG00000146197	SCUBE3	0.156047175	0.171911557	222663
ENSG00000183439	TRIM61	-0.197196888	0.172000938	391712
ENSG00000221930	FAM45BP	0.1598048	0.172078427	NA
ENSG00000173991	TCAP	0.162907691	0.172092218	8557
ENSG00000232869	TRBV29-1	0.120589097	0.17215623	NA
ENSG00000236166		0.177617714	0.172209257	NA
ENSG00000068400	GRIPAP1	-0.155377442	0.172236828	56850
ENSG00000172269	DPAGT1	-0.21954714	0.172279531	1798
ENSG00000176797	DEFB103A	-0.143140718	0.172400706	414325
ENSG00000176797	DEFB103A	-0.143140718	0.172400706	55894
ENSG00000183091	NEB	0.14342046	0.172540604	4703
ENSG00000235621	LINC00494	-0.114151854	0.172566987	284749
ENSG00000251545		-0.164221119	0.172680333	NA
ENSG00000134438	RAX	0.164690685	0.172718267	30062
ENSG00000233421	LINC01783	0.169255568	0.172744931	100132147
ENSG00000259334	LINC00596	-0.172075059	0.172750568	NA
ENSG00000106415	GLCCI1	-0.154648425	0.17276192	113263
ENSG00000120137	PANK3	-0.168763557	0.172788306	79646
ENSG00000177938	CAPZA3	-0.203084734	0.172818231	93661
ENSG00000143669	LYST	-0.128356317	0.172827664	1130
ENSG00000205056	LINC02397	0.135222953	0.172854158	NA
ENSG00000234498	RPL13AP20	-0.175628312	0.172905274	387841
ENSG00000187607	ZNF286A	-0.269796917	0.172914307	57335
ENSG00000168884	TNIP2	0.139403062	0.172915434	79155
ENSG00000257551	HLX-AS1	0.124464886	0.172944211	100873924
ENSG00000115165	CYTIP	-0.132036129	0.172958284	9595
ENSG00000179362	HMGN2P46	-0.144991305	0.172968386	NA
ENSG00000196115	ADAM5	-0.115239157	0.172972595	NA
ENSG00000170477	KRT4	0.190346028	0.172981312	3851
ENSG00000122966	CIT	-0.196897864	0.173007569	11113
ENSG00000140691	ARMC5	0.173749157	0.173076712	79798
ENSG00000089050	RBBP9	-0.184415293	0.173129903	10741
ENSG00000185245	GP1BA	0.153812672	0.173131715	2811
ENSG00000277462	ZNF670	-0.15326945	0.173138867	93474
ENSG00000258436	RNASE12	-0.132067204	0.173216783	493901
ENSG00000130844	ZNF331	-0.164248981	0.173227241	55422
ENSG00000230262	MIRLET7DHG	-0.135348952	0.17324965	158257
ENSG00000137561	TTPA	-0.12936653	0.173479217	7274
ENSG00000199030	MIRLET7C	0.123591067	0.173495707	406885
ENSG00000156384	SFR1	-0.328557175	0.173520804	119392
ENSG00000169393	ELSPBP1	-0.124840334	0.173569072	64100
ENSG00000066427	ATXN3	0.25120792	0.173572159	4287
ENSG00000232502		-0.166120742	0.173707813	NA
ENSG00000283566		0.22667587	0.173766407	NA
ENSG00000162105	SHANK2	-0.167827663	0.173815739	22941
ENSG00000204183	GDF5OS	0.126079147	0.17388913	554250
ENSG00000068489	PRR11	0.173297808	0.173910784	55771
ENSG00000254369	HOXA-AS3	0.117074908	0.173978817	100133311
ENSG00000278722		0.142575468	0.174006955	NA
ENSG00000001631	KRIT1	0.143362095	0.174100942	889
ENSG00000105676	ARMC6	0.164839777	0.174215363	93436
ENSG00000200959	SNORA74A	-0.12954935	0.174250086	26821
ENSG00000216938	RPL7P58	-0.124675735	0.174289363	NA
ENSG00000102317	RBM3	-0.146062251	0.174384062	5935
ENSG00000163485	ADORA1	-0.138219032	0.174405856	134
ENSG00000076662	ICAM3	0.257789217	0.174554471	3385
ENSG00000160808	MYL3	0.229489821	0.174696166	4634
ENSG00000240122	FABP5P11	-0.131071888	0.174724374	NA
ENSG00000130766	SESN2	0.179622546	0.174739246	83667
ENSG00000021574	SPAST	0.208685502	0.174808635	6683
ENSG00000171885	AQP4	0.541564601	0.174880785	361
ENSG00000170734	POLH	-0.138824812	0.174895328	5429
ENSG00000171049	FPR2	0.167216688	0.174904229	2358
ENSG00000184856	LINC00308	-0.136174199	0.17513061	54143
ENSG00000181852	RNF41	-0.138838261	0.175146049	10193
ENSG00000261335		-0.153123769	0.175191151	105274304
ENSG00000126705	AHDC1	0.221197153	0.175263782	27245
ENSG00000133316	WDR74	-0.141013886	0.1752971	54663
ENSG00000166333	ILK	-0.133684038	0.175346358	3611
ENSG00000259581	TYRO3P	0.147545049	0.175357403	NA
ENSG00000204193	TXNDC8	-0.154043245	0.175357887	255220
ENSG00000197863	ZNF790	-0.203088293	0.175359261	388536
ENSG00000185037	ZNF733P	0.137013056	0.175361398	NA
ENSG00000240846	RPS15P9	0.161064786	0.175415431	NA
ENSG00000089505	CMTM1	-0.138088129	0.175432804	113540
ENSG00000155636	RBM45	0.186465524	0.175513612	129831
ENSG00000176531	PHLDB3	-0.192203728	0.175543298	653583
ENSG00000206177	HBM	-0.159168099	0.175548485	3042
ENSG00000204640	NMS	0.137432516	0.175555299	129521
ENSG00000221788	MIR1252	0.142084541	0.175563596	100302136
ENSG00000133422	MORC2	-0.142936064	0.175570133	22880
ENSG00000142252	GEMIN7	0.168138179	0.175570906	79760
ENSG00000213500	LAP3P2	-0.30277583	0.17559074	NA
ENSG00000163625	WDFY3	0.202403408	0.175608883	23001
ENSG00000249741		-0.156499688	0.175619633	NA
ENSG00000151532	VTI1A	-0.174587385	0.175737769	143187
ENSG00000093072	ADA2	-0.341810657	0.175846067	51816
ENSG00000110680	CALCA	0.114752598	0.175851207	796
ENSG00000023516	AKAP11	-0.234192412	0.175888483	11215
ENSG00000157657	ZNF618	-0.112504477	0.175905864	114991
ENSG00000059122	FLYWCH1	0.261852236	0.175914421	84256
ENSG00000215193	PEX26	0.217312268	0.175928967	55670
ENSG00000119703	ZC2HC1C	0.166843371	0.175968055	79696
ENSG00000207938	MIR511	-0.156151606	0.175991184	574445
ENSG00000226468		-0.173077005	0.176004907	NA
ENSG00000123201	GUCY1B2	-0.141211756	0.176007079	2974
ENSG00000153093	ACOXL	-0.148490059	0.176080579	55289
ENSG00000229373	LINC00452	0.169724582	0.176096158	643365
ENSG00000249915	PDCD6	-0.144174898	0.176106374	10016
ENSG00000187720	THSD4	0.138527399	0.176191665	79875
ENSG00000185379	RAD51D	0.165410327	0.176261472	5892
ENSG00000143816	WNT9A	0.145547598	0.176272374	7483
ENSG00000170619	COMMD5	-0.186673398	0.176343036	28991
ENSG00000125944	HNRNPR	0.153346948	0.17636762	10236
ENSG00000125459	MSTO1	-0.19626697	0.176464185	55154
ENSG00000207712	MIR627	-0.124491796	0.176468878	693212
ENSG00000259234	ANKRD34C-AS1	0.147606427	0.176537982	NA
ENSG00000100987	VSX1	-0.141900889	0.176596287	30813
ENSG00000226102	SEPT7P3	-0.182820832	0.176679789	NA
ENSG00000236646	LAMTOR5P1	0.177586817	0.176708594	NA
ENSG00000236882	LINC01554	0.254210348	0.17673485	NA
ENSG00000100263	RHBDD3	0.253718878	0.176752452	25807
ENSG00000185900	POMK	-0.115740959	0.176792994	84197
ENSG00000234336	JAZF1-AS1	-0.123690077	0.176815014	NA
ENSG00000048707	VPS13D	0.126611922	0.176823423	55187
ENSG00000201823	SNORD48	0.124339126	0.176851105	26801
ENSG00000164749	HNF4G	0.13335116	0.176878961	3174
ENSG00000227262	HCG4B	-0.12687495	0.176904897	NA
ENSG00000176142	TMEM39A	0.158386346	0.176941546	55254
ENSG00000180613	GSX2	-0.127724864	0.176955028	170825
ENSG00000205596		-0.116810008	0.176998929	NA
ENSG00000170293	CMTM8	-0.236872624	0.177001048	152189
ENSG00000244527		-0.149192355	0.177002801	NA
ENSG00000183779	ZNF703	-0.125831516	0.177028094	80139
ENSG00000138193	PLCE1	0.17345799	0.17708458	51196
ENSG00000109911	ELP4	-0.135800708	0.177107969	26610
ENSG00000254252	RPL7P20	0.164340176	0.177205185	NA
ENSG00000101470	TNNC2	0.160200267	0.177370579	7125
ENSG00000060237	WNK1	0.55306366	0.177381277	65125
ENSG00000145103	ILDR1	0.140397233	0.177406757	286676
ENSG00000174442	ZWILCH	0.139368423	0.17745796	55055
ENSG00000210741	MIR196A1	0.151235242	0.177502195	406972
ENSG00000158163	DZIP1L	0.132272561	0.177535014	199221
ENSG00000149781	FERMT3	-0.159583516	0.177535489	83706
ENSG00000258834	DUX4L4	-0.141545711	0.177536631	NA
ENSG00000104447	TRPS1	0.157489197	0.177611222	7227
ENSG00000165240	ATP7A	-0.137696536	0.177632908	538
ENSG00000243444	PALM2	-0.1388367	0.177708999	114299
ENSG00000158483	FAM86C1	0.140910803	0.177729521	55199
ENSG00000263772		0.185294085	0.177958713	NA
ENSG00000114648	KLHL18	0.17756082	0.178010737	23276
ENSG00000143951	WDPCP	-0.153671912	0.178045957	51057
ENSG00000186842	LINC00846	-0.16740941	0.178104602	NA
ENSG00000214043	LINC02347	-0.155229631	0.178146574	100128554
ENSG00000231824	AKAIN1	-0.155905563	0.178168021	642597
ENSG00000060749	QSER1	-0.127280268	0.178176625	79832
ENSG00000184371	CSF1	0.109142334	0.178273723	1435
ENSG00000187942	LDLRAD2	-0.118571915	0.17834778	401944
ENSG00000180999	C1orf105	-0.12813444	0.178356725	92346
