hgnc_symbol	logFC_MUO	PValue_MUO	entrezgene
TM9SF4	-0.100620815	0.127533262	9777
COL5A3	0.186680386	0.127540764	50509
LOC728026	-0.122645786	0.127552632	NA
DNAJC11	-0.064505441	0.127600835	55735
TMEM101	-0.072370259	0.127604592	84336
SPATA13-AS1	-0.03819057	0.127620694	NA
OR4A16	-0.026410783	0.127623581	81327
ZSCAN5A	0.043483189	0.127631233	79149
MBL2	0.027770994	0.127641021	4153
MLH1	-0.062203541	0.127649914	4292
SPG7	0.16120257	0.127661287	6687
LINC00667	-0.158691405	0.127670689	NA
NA	NA	NA	NA
ARL3	-0.117483955	0.127716572	403
MAN2C1	-0.173514231	0.12779611	4123
SHARPIN	-0.102957592	0.127804096	81858
IL37	-0.026532855	0.127823418	27178
NA	NA	NA	NA
C9orf3	0.057486399	0.127883629	84909
C9orf3	0.057486399	0.127883629	84909
C9orf3	0.057486399	0.127883629	84909
LOC105375361	-0.064374652	0.127913048	NA
LOC105375448	-0.045567105	0.127916783	NA
NA	NA	NA	NA
LOC105369364	0.028730118	0.127972252	NA
RPS21	-0.159354074	0.128005096	6227
LOC105376032	0.038556783	0.128023707	NA
PPP1R1B	-0.36392648	0.128033819	84152
EXD3	0.066476006	0.128036193	54932
CRYBB3	-0.059230261	0.128063541	1417
NFIA-AS1	-0.03013393	0.128117826	NA
KIR3DL3	0.215733119	0.128133204	115653
ND2	-0.04711913	0.12813439	NA
ANKRD52	0.079537529	0.128348516	283373
COQ10B	-0.109113417	0.128376238	80219
KIFC3	-0.069048203	0.128400076	3801
LOC101927650	0.033307759	0.128403551	NA
C9orf135	-0.027430947	0.12841001	138255
LOC101927420	-0.064897811	0.128447951	NA
NA	NA	NA	NA
ABCA12	-0.020795549	0.128492372	26154
KCNMB2-AS1	0.023550851	0.128546721	NA
PPL	0.441057478	0.128570571	5493
BEND4	0.039873395	0.12858872	389206
USP32P1	-0.164751326	0.128610411	100129396
MIR4500	-0.029384069	0.128653358	NA
NA	NA	NA	NA
EIF4G3	0.068289624	0.128749465	8672
NA	NA	NA	NA
MIR1278	-0.0259661	0.128769699	NA
NA	NA	NA	NA
N4BP1	-0.122506277	0.128818856	NA
SLURP1	-0.047337123	0.128843245	57152
NA	NA	NA	NA
RECQL5	0.071838375	0.128859632	9400
LOC101928561	-0.040265762	0.128869275	NA
ELOVL2	-0.077375141	0.128884773	54898
DNAH12	-0.020063128	0.128885309	201625
SAP25	0.091448103	0.128894711	100316904
SAP25	0.091448103	0.128894711	100316904
LOC105376235	-0.021615166	0.128951039	NA
HDAC11	-0.06553432	0.128977102	79885
LOC100507577 /// SIAH1 /// LONP2	-0.185947962	0.129081851	NA
UBE2R2	-0.101388114	0.129105553	54926
LOC100652894	0.061575753	0.129135556	NA
NA	NA	NA	NA
PRDM15	-0.065159391	0.129149194	63977
PRDM15	-0.065159391	0.129149194	63977
ZRSR2	-0.074445453	0.129173282	8233
NA	NA	NA	NA
SLC25A16	-0.262834821	0.12919735	8034
SLC25A16	-0.262834821	0.12919735	8034
C6orf15	0.054382321	0.129202491	29113
NT5C2	-0.111432755	0.129208546	22978
ZDHHC7	0.143258232	0.129229491	55625
IFNA2	-0.051234651	0.129238892	3440
LINC00974	-0.048801968	0.129250001	NA
SSR1	0.08175223	0.129250901	6745
LOC729164	0.046055385	0.129254894	NA
LOC100507351	-0.041155136	0.129256088	NA
NA	NA	NA	NA
LOC105375557	-0.029200965	0.129314138	NA
SCAMP3	-0.128016879	0.129329843	10067
LMOD2	0.030840192	0.129333536	442721
PLEKHD1	0.04573277	0.129356948	400224
FOXP3	0.063450405	0.129389315	50943
FOXP3	0.063450405	0.129389315	50943
LOC105379289	-0.018179757	0.129390203	NA
LOC105379342	0.082693919	0.129410645	NA
LINC00488	-0.02938407	0.129417326	NA
LOC102724680	-0.020978654	0.129418173	NA
NEURL4	-0.072945736	0.12945442	84461
LINC00616	0.028451102	0.129603075	NA
LOC101929988	0.107962473	0.129609986	NA
ZNF75A	0.117797851	0.129612575	7627
FMR1	-0.113664899	0.129619657	2332
PA2G4P4	0.074829102	0.129628489	NA
USP34	-0.072405134	0.129630511	9736
HOXA7	-0.079816547	0.129648873	3204
MIR4306	-0.069213866	0.12965467	NA
NA	NA	NA	NA
SNX9	0.115234373	0.129683142	51429
SNX9	0.115234373	0.129683142	51429
LOC105377716	0.026454381	0.129762402	NA
MIR1305	-0.04084996	0.129798017	NA
MMAB	-0.156895229	0.129806029	326625
MMAB	-0.156895229	0.129806029	326625
MYCBP2-AS1	-0.046404156	0.129840059	NA
KLRD1	0.045942035	0.129920824	3824
SDHA	-0.117065429	0.129947232	6389
ALPK1	0.115618025	0.129979552	80216
STOX2	0.062552316	0.129987582	56977
STOX2	0.062552316	0.129987582	56977
LINC01165	-0.045558385	0.129991641	NA
TRAJ54	0.084769114	0.130021015	NA
S100A12	0.090898788	0.130037294	6283
ZNF252P-AS1	-0.07032994	0.130048252	NA
NA	NA	NA	NA
LINC01587	-0.033264159	0.130085858	NA
LOC105369678	-0.029907226	0.13008674	NA
LOC105373103 /// LOC105373105 /// LOC105379413 /// LOC105379415	0.030613489	0.130111443	NA
LINC01465	0.054853167	0.130198921	NA
WIPF3	0.067574637	0.130206248	644150
C14orf37	0.103742325	0.13021424	NA
MIR545	-0.130833217	0.130278054	NA
NA	NA	NA	NA
LOC101927787 /// LOC148638 /// LOC105373209	0.027919223	0.130302645	NA
LOC102546298	-0.058768135	0.130303519	NA
CCDC22	0.091238838	0.130320529	28952
MARS	0.115356446	0.130335182	4141
LOC105378334	-0.022644044	0.130345988	NA
POLR3H	-0.126778739	0.13034705	171568
TWSG1	0.116106303	0.13035939	57045
NA	NA	NA	NA
SNORD115-1	-0.02181571	0.130392831	NA
SNORD115-16	-0.02181571	0.130392831	NA
C1orf87	0.019731795	0.13040568	127795
KCNJ12 /// KCNJ18	0.053745816	0.130459809	NA
STX1A	0.041774205	0.130472018	6804
NA	NA	NA	NA
NA	NA	NA	NA
LOC105370077	0.049630303	0.130669951	NA
GBP4	0.381330218	0.130752461	115361
SOWAHD	0.048819407	0.130763213	347454
LINC01501	-0.033133369	0.130796807	NA
CTRB1	-0.128758023	0.130913846	1504
RASGRF2	-0.383074081	0.130921226	5924
LOC105373730	-0.191868377	0.130974169	NA
LOC105377693	0.023917063	0.130981515	NA
DERL3	0.056361609	0.131054733	91319
SNAR-C4	-0.13344901	0.131130069	NA
SNAR-C3	-0.13344901	0.131130069	NA
SDCBP	0.082135879	0.131174854	6386
TSHR	-0.044442312	0.131183	7253
LOC105372482	0.0569458	0.131183594	NA
LIN28A	-0.031171527	0.131195984	79727
ALDH8A1	-0.038443428	0.131203774	64577
NRIP2	0.049996512	0.131204566	83714
LOC105378683	0.05972726	0.131211635	NA
NA	NA	NA	NA
IGHJ2 /// IGHV1-69 /// IGHA1 /// IGH /// IGHD /// IGHV4-31 /// IGHG1	0.399884906	0.131316926	NA
TMEM41B	-0.075090681	0.131318446	440026
LOC101929294	-0.025399345	0.131363905	NA
PGAM1	-0.07747105	0.131412472	5223
LOC100130428	-0.160156249	0.131429586	NA
LINC01322	-0.023951938	0.131433787	NA
MIR4757	0.081865585	0.131487295	NA
POU5F2	0.07200405	0.1314977	134187
MRPL17	-0.069405694	0.131590885	63875
NA	NA	NA	NA
GOLGA8F /// GOLGA8G	-0.053606303	0.131646814	NA
FCRLA	-0.038495743	0.131657782	84824
HERC2P4	0.139256068	0.131687994	NA
HERC2P4	0.139256068	0.131687994	NA
IQCJ-SCHIP1-AS1	-0.029227119	0.131691467	NA
MMRN2 /// ADIRF-AS1	0.087803433	0.131714798	NA
TM4SF5	-0.029288156	0.131773205	9032
KCNK12	-0.093035017	0.131808454	56660
LOC105375429	0.05178397	0.131816239	NA
KLF5	-0.102120537	0.131832039	688
MIR155HG /// MIR155	0.059082031	0.131861191	NA
LOC101928491	-0.025155201	0.131889251	NA
ARHGEF15	-0.133387975	0.131894669	22899
GHDC	0.128583634	0.131905453	84514
LOC101927072	-0.027910505	0.131931883	NA
HIST1H2BH	-0.080932617	0.131947088	8345
NA	NA	NA	NA
CCIN	0.032278879	0.132045524	881
MIR642B	-0.043875558	0.132070693	NA
LINC00290	-0.017028809	0.132077665	NA
CCL27 /// LOC730098	-0.030901226	0.132077927	NA
LOC105372205	-0.032270161	0.132089688	NA
LOC102723886	0.262363979	0.132125263	NA
LOC102723418	-0.02456229	0.132131964	NA
FAM26E	0.23182896	0.132137396	NA
CLIP3	0.300258089	0.132151021	25999
LOC105372833 /// LOC105379484	-0.050484793	0.13217555	NA
NA	NA	NA	NA
OSMR-AS1	-0.047180173	0.132232178	NA
LOC100499194	-0.032078334	0.132243343	NA
CFAP77	-0.040379116	0.132280493	389799
GLTSCR1L /// LOC105375062	-0.107910157	0.132300594	NA
NA	NA	NA	NA
KCNA1	0.048749653	0.132381171	3736
LOC105375857	0.041355679	0.132389419	NA
CUL2	-0.041373115	0.132439524	8453
CUL2	-0.041373115	0.132439524	8453
C9orf62	-0.067103794	0.132470582	157927
LINC00969	-0.321916853	0.13259389	NA
RUFY4	0.03819057	0.132643966	285180
LOC105377959	0.034476146	0.132654395	NA
AP3S2 /// C15orf38-AP3S2 /// ARPIN	-0.069824218	0.132695584	NA
LOC105372918	0.023559574	0.132712186	NA
SPRY1	-0.122174942	0.132740307	10252
TMEM8B	-0.096505299	0.132784861	51754
ST6GALNAC4	0.122837611	0.132785433	27090
LOC101928279	0.030299594	0.132815043	NA
SCML2	-0.059238978	0.132825791	10389
SCGB1C1 /// SCGB1C2	0.043273928	0.132834997	NA
ATG4C	0.126447406	0.132840379	84938
PPFIA4	0.039385114	0.132843506	8497
LOC105371260	-0.026637489	0.132864053	NA
PTCSC3	0.064252581	0.132898975	NA
TSPAN11	0.111886162	0.132909779	441631
TSPAN11	0.111886162	0.132909779	441631
OR2B2	-0.021057131	0.132936816	81697
LRRC42	-0.097185407	0.132937236	115353
MRPL23-AS1	-0.053571429	0.132946029	NA
EWSR1	0.111153741	0.13294897	2130
NA	NA	NA	NA
MGC16142 /// RBM48	-0.051077707	0.132957566	NA
NA	NA	NA	NA
LOC100130458	0.042480469	0.133008543	NA
ARHGDIG	-0.161446705	0.133066112	398
LOC105370039	0.074811667	0.133078405	NA
LOC105373524	-0.019042969	0.133079808	NA
LOC105375622	-0.044904435	0.133089803	NA
ZBTB46-AS1	-0.051975797	0.133094001	NA
MINK1	0.077671597	0.133104735	50488
AKR1A1	0.086844307	0.133125134	10327
ATP6V1A	0.083321707	0.133125508	523
BTG4	-0.024492536	0.13313837	54766
BTG4	-0.024492536	0.13313837	54766
SNRPA1	-0.114205498	0.133193878	6627
LOC105375785	0.084803991	0.133264308	NA
LOC105371544	-0.020612445	0.133264333	NA
RGAG4	-0.052455356	0.133266923	NA
CEP97	0.104527063	0.133275548	79598
LOC102724104	0.046290804	0.133303552	NA
ASB18	-0.035967146	0.133350918	401036
MESP1	-0.097150528	0.133356764	55897
USP32	0.108119417	0.133360144	84669
USP32	0.108119417	0.133360144	84669
RBPJL	-0.052490232	0.133373478	11317
LOC105373440	-0.027553013	0.133400925	NA
COPG1	0.114990233	0.133436802	22820
APOBR	0.068812778	0.133442489	55911
LOC105373527	-0.038783479	0.133448643	NA
OVOL1-AS1	-0.038321356	0.133467251	NA
NFE4	0.037937708	0.133467285	58160
PGM2L1	0.07875279	0.133507834	283209
LOC105373103 /// LOC105373105 /// LOC105379413 /// LOC105379415	0.030308314	0.1335128	NA
TPBG	0.076668877	0.133521472	7162
PDCD10	-0.045270645	0.133575908	11235
ADCK4	0.15155901	0.133648935	NA
DIP2A-IT1	0.091884066	0.133653309	NA
GLP2R	0.151506696	0.133713655	9340
NA	NA	NA	NA
SEL1L2	0.050109862	0.133731621	80343
SDCBPP2	-0.053719654	0.133744708	NA
MIR4755	-0.046186176	0.133779067	NA
CGB2	-0.084411622	0.133802726	114336
LOC105373756	-0.024762833	0.133805376	NA
HEBP1 /// GPRC5D	0.15007673	0.133817124	NA
SGMS1	0.107334681	0.133827383	259230
GPR173	-0.049499511	0.133851686	54328
ABTB1	-0.134582522	0.133865063	80325
NDUFV1	-0.139561244	0.133979649	4723
GFY	-0.033290317	0.134030233	100507003
DAZ4 /// DAZ2 /// DAZ1 /// DAZ3	-0.042776925	0.134058344	NA
NFKB1	0.108537947	0.134114061	4790
MRPL48	-0.094308036	0.134178731	51642
SNTG2	-0.062316893	0.134183229	54221
LOC102725182 /// LOC728093 /// LOC643784	0.439453125	0.134198419	NA
NA	NA	NA	NA
DAOA	0.020900178	0.134221087	267012
BOLA1	-0.10192871	0.134228963	51027
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
LOC101927168	0.046456473	0.134275794	NA
SACM1L	-0.075020927	0.134275943	22908
DCUN1D5	-0.109741213	0.13433185	84259
FOXD2-AS1	-0.086896626	0.134338389	NA
AEBP1 /// MIR4649	0.163190575	0.134347668	NA
SESTD1	-0.128592355	0.134351451	91404
LOC105377257	-0.019601006	0.134365483	NA
NA	NA	NA	NA
MICAL3	0.104178292	0.134407944	57553
SPO11	-0.026149202	0.134482334	23626
TACC2	-0.162318633	0.134538641	10579
TACC2	-0.162318633	0.134538641	10579
LOC613038 /// LOC105369257	0.061505999	0.134561336	NA
MIR4275	0.043003629	0.134591707	NA
PPP2R5B	0.086443219	0.134592559	5526
RAB7A	0.077183337	0.134622338	7879
LOC285484	0.042157855	0.134623225	NA
SLC17A4	0.02419608	0.134647537	10050
BIRC2	-0.062203543	0.134660189	329
LOC400682	0.178344727	0.134683587	NA
LINC00462	-0.021623885	0.134694221	NA
TTC30B	0.089338028	0.134724088	150737
LRRC37A3	0.172040666	0.134761002	374819
LOC105376774	0.029907226	0.134797952	NA
PCDHB17P	-0.047546387	0.134856144	NA
LOC101928331	0.029174805	0.134868839	NA
PPIP5K1	0.328107563	0.134882283	9677
PPIP5K1	0.328107563	0.134882283	9677
PPIP5K1	0.328107563	0.134882283	9677
PPIP5K1	0.328107563	0.134882283	9677
PPIP5K1	0.328107563	0.134882283	9677
PPIP5K1	0.328107563	0.134882283	9677
PPIP5K1	0.328107563	0.134882283	9677
PPIP5K1	0.328107563	0.134882283	9677
PPIP5K1	0.328107563	0.134882283	9677
PPIP5K1	0.328107563	0.134882283	9677
PPIP5K1	0.328107563	0.134882283	9677
PPIP5K1	0.328107563	0.134882283	9677
PPIP5K1	0.328107563	0.134882283	9677
PPIP5K1	0.328107563	0.134882283	9677
PPIP5K1	0.328107563	0.134882283	9677
PPIP5K1	0.328107563	0.134882283	9677
PSD2	-0.049046108	0.134902675	84249
LOC105375765	-0.038469587	0.134920238	NA
RAB11FIP4 /// MIR4724	0.053344726	0.134930508	NA
LOC101928810	-0.044948032	0.134938933	NA
SYP	-0.04815674	0.134955018	6855
LOC102724234	-0.031258717	0.134958339	NA
HIST2H4A /// HIST2H4B /// LOC105371405 /// LOC105371424	-0.082624163	0.134995593	NA
LBX2	0.066266739	0.134995722	85474
PEX5L-AS2	-0.023350308	0.13502329	NA
DSN1	0.085588732	0.1350309	79980
HIST2H4A /// HIST2H4B /// LOC105371405 /// LOC105371424	-0.082484654	0.135037782	NA
DGKH	0.168997628	0.135127368	160851
LINC01351	0.035600934	0.135173278	NA
GANAB	-0.095057897	0.135211073	23193
LOC101927468	-0.061680385	0.135236209	NA
TM9SF1	0.121756418	0.135257241	10548
CSRP3	-0.028860911	0.135277557	8048
ARPP21	0.066816056	0.135310895	10777
ELSPBP1	-0.02560861	0.135403799	NA
LOC642426	0.031459262	0.135497015	NA
SRXN1	0.147303992	0.135514278	140809
PPIP5K1	0.275530133	0.135561997	9677
PPIP5K1	0.275530133	0.135561997	9677
PPIP5K1	0.275530133	0.135561997	9677
PPIP5K1	0.275530133	0.135561997	9677
PPIP5K1	0.275530133	0.135561997	9677
PPIP5K1	0.275530133	0.135561997	9677
PPIP5K1	0.275530133	0.135561997	9677
PPIP5K1	0.275530133	0.135561997	9677
PPIP5K1	0.275530133	0.135561997	9677
PPIP5K1	0.275530133	0.135561997	9677
PPIP5K1	0.275530133	0.135561997	9677
PPIP5K1	0.275530133	0.135561997	9677
PPIP5K1	0.275530133	0.135561997	9677
PPIP5K1	0.275530133	0.135561997	9677
PPIP5K1	0.275530133	0.135561997	9677
PPIP5K1	0.275530133	0.135561997	9677
TMEM266	0.033979145	0.135568806	123591
ZNF746	0.110578267	0.135586056	155061
SNAPC1	-0.151925225	0.135589216	6617
MIR548H3	-0.034946988	0.135590442	NA
RPL13AP3	0.02572196	0.135660997	NA
CCNI2	0.046142577	0.135680434	645121
TRAJ1	0.032714847	0.135781811	NA
CRIM1 /// LOC105374462	-0.160993303	0.135790751	NA
IGKV3-11	0.583391463	0.135820259	NA
LOC102724357	-0.023193359	0.135821876	NA
SLC35C1	0.137869698	0.135852196	55343
RPL3	-0.035818919	0.135866735	6122
LOC105371932	-0.091849191	0.135887533	NA
LIPT2	-0.106567383	0.135897475	387787
PLIN2	-0.099626814	0.135928007	123
ANKRD23 /// ANKRD39	0.052542549	0.135988697	NA
VCX3A	0.051827567	0.13600169	51481
ITIH6	-0.03554862	0.136003972	347365
NQO2 /// LOC101927759	0.136762346	0.136036977	NA
TRAV38-2DV8	0.15319824	0.13603869	NA
NA	NA	NA	NA
LOC102723789	-0.024335589	0.136054929	NA
THSD7B	-0.117143905	0.136069507	80731
NA	NA	NA	NA
FAM8A1	-0.14175851	0.136100108	51439
NA	NA	NA	NA
PPEF1	-0.033830914	0.136132483	5475
LOC105379119	0.024788991	0.136136696	NA
GCK	0.062569753	0.136140929	2645
LOC101928051	0.103297641	0.136254133	NA
C6orf120	-0.086774553	0.136293991	387263
NA	NA	NA	NA
FSCN2	0.055271692	0.13631531	25794
FSCN2	0.055271692	0.13631531	25794
NA	NA	NA	NA
NA	NA	NA	NA
DEPDC7	-0.027648926	0.136368366	91614
FAM64A	0.044023787	0.136390015	NA
KRTAP26-1	-0.030796593	0.13641283	388818
LOC101929633	0.141148157	0.136431377	NA
BNIP2	-0.041207447	0.136449142	663
MIR106A	-0.016034808	0.136477753	NA
LOC105371672	-0.041495187	0.136480127	NA
ZNF581	-0.159249443	0.136484172	51545
LOC105375410 /// LOC105379741	0.045724048	0.136487105	NA
KLHDC3	-0.131835938	0.136568179	116138
DKK2	0.365958075	0.136572509	27123
LOC154761	0.279384067	0.136581874	NA
NA	NA	NA	NA
STK3	-0.068917413	0.136628109	6788
STK3	-0.068917413	0.136628109	6788
DHX36	-0.074637277	0.136643383	170506
NA	NA	NA	NA
NA	NA	NA	NA
CTNS	-0.125680103	0.13667953	1497
LOC728095	0.030107771	0.136723117	NA
IGLV10-54	0.113089426	0.136732203	NA
LOC101927798	-0.039716449	0.136781345	NA
LOC105370027	-0.038635257	0.136790779	NA
OR2L8	0.06008475	0.136795347	391190
ELMO1-AS1	0.045009066	0.136820931	NA
DSTN	0.141287667	0.136849127	11034
ERICH5	0.045959473	0.136861767	203111
JCHAIN	0.476614819	0.13686303	3512
BBOX1-AS1	0.050606864	0.136880066	NA
P4HA3	0.03867885	0.136881057	283208
NA	NA	NA	NA
RARRES1	-0.110743932	0.136904428	5918
CST4	0.10383824	0.136957854	1472
LOC105376921	0.021946501	0.136966855	NA
POLR2J4	0.074811663	0.137002677	NA
NA	NA	NA	NA
LOC105378217	-0.141087123	0.13703597	NA
RNF212B	-0.025565014	0.137057052	100507650
SLX1A /// SLX1B-SULT1A4 /// SULT1A3 /// SULT1A4 /// SLX1B /// SLX1A-SULT1A3 /// LOC105369236	0.153233121	0.137057348	NA
RBBP8NL	0.070085797	0.137070731	140893
PRKCQ	0.038059781	0.137087619	5588
NA	NA	NA	NA
FRY-AS1	0.039882114	0.137134313	NA
FCER2	0.123796735	0.137153015	2208
HSD17B13	-0.700857982	0.137211802	345275
XKR3	0.025669643	0.137235346	150165
NA	NA	NA	NA
LOC105374096	0.02559117	0.137347142	NA
BYSL	0.063319615	0.137405055	705
MIR767	-0.037353517	0.137406303	NA
MIR100	-0.019818988	0.137459473	NA
IGLC7	0.218340193	0.137483885	NA
NA	NA	NA	NA
CRISP2	0.023141045	0.13752663	7180
CRISP2	0.023141045	0.13752663	7180
MIR1587	0.145690916	0.137539916	NA
NA	NA	NA	NA
LOC102723363 /// LOC102724119	-0.039760043	0.137581029	NA
LINC01104	0.038173131	0.137638517	NA
LINC00316	0.035792758	0.137642749	NA
TOP2B	-0.09313965	0.137651062	7155
LINC01597	-0.032993861	0.137684227	NA
LINCR-0001	0.092459545	0.13768637	NA
STX17-AS1	-0.046962194	0.137699775	NA
SHOX	-0.079589846	0.13774818	6473
B9D1	-0.065656391	0.137766039	27077
CXorf40B	0.07094901	0.137781286	541578
GARNL3	0.075474331	0.137808701	84253
LOC105379362	0.289760042	0.137812381	NA
PRAMEF20	-0.024196079	0.137877748	645425
LOC102724015	-0.050920759	0.137906502	NA
PGBD4	-0.099347796	0.137911748	161779
TBX20	-0.062674388	0.137928446	57057
LRRC71	-0.048017231	0.137945785	149499
ITLN1	0.036045619	0.137998389	55600
LINC00456	0.024091447	0.138005555	NA
LOC105375287	-0.03996931	0.138019088	NA
NA	NA	NA	NA
NA	NA	NA	NA
ESM1	0.04298619	0.138077543	11082
NA	NA	NA	NA
SUN2	0.152779716	0.138125867	25777
SUN2	0.152779716	0.138125867	25777
NA	NA	NA	NA
NDUFAF4P1	-0.039358957	0.138154179	NA
NA	NA	NA	NA
LBH	0.061279299	0.138168586	81606
WWTR1	-0.09287807	0.138174511	25937
TRIM3	0.090175084	0.138267903	10612
ZBBX	0.026088171	0.138308908	79740
ZBBX	0.026088171	0.138308908	79740
C6orf226	0.178989955	0.138322232	441150
LOC105374617	0.061165946	0.138325927	NA
FAM216A	0.043797088	0.138359775	29902
LOC101928005	-0.197570802	0.138381292	NA
SRD5A3	0.168439593	0.138406548	79644
KIAA1551	0.06677246	0.138416695	NA
VIT	0.260131836	0.138416736	5212
KU-MEL-3	0.025242397	0.138443215	NA
LOC102723364	0.039289203	0.138453601	NA
LINC00595	0.039402556	0.138533799	NA
MIR1260A	0.102059503	0.138537415	NA
ARHGEF16	-0.069187709	0.138543144	27237
LIPM	0.027108329	0.138572547	340654
POTED /// POTEB3	0.036089216	0.138582725	NA
LOC105375467	-0.030142647	0.138584485	NA
PM20D1	-0.077566963	0.138641498	148811
FZD10-AS1	0.037414549	0.138678745	NA
TRIM16	0.086146766	0.138685868	10626
LOC644090	-0.038286482	0.138690508	NA
WNT3A	0.073250904	0.138710007	89780
LOC105369468	0.05335345	0.138725278	NA
PCGEM1	-0.026114327	0.138736942	NA
ZNF501	-0.047903878	0.138781049	115560
ANXA6	-0.078683045	0.138830023	309
C3orf35	0.195591515	0.138844528	339883
APITD1 /// APITD1-CORT /// CORT	0.069466726	0.138847558	NA
ANKRD34C-AS1	0.029549736	0.138855897	NA
TMEM245	-0.11390904	0.13885841	23731
ARHGEF17	-0.185913088	0.13887075	9828
NRTN	0.034170969	0.138915652	4902
EHD2	0.118582611	0.138924082	30846
ACAP2	0.068132673	0.138943981	23527
NA	NA	NA	NA
LOC105374193	-0.016209195	0.139044872	NA
CACNB2	-0.035025458	0.139065724	783
LINC01044	-0.111519949	0.139074008	NA
ZBTB26	-0.088282992	0.139133821	57684
ADGRG2	-0.160583497	0.139193386	10149
WNK1 /// LOC105369600	-0.073277067	0.139204056	NA
NA	NA	NA	NA
RPS15AP10	-0.101562497	0.139229586	NA
NA	NA	NA	NA
ARCN1	-0.070347378	0.139257885	372
LINC01173	0.044799802	0.139269124	NA
NA	NA	NA	NA
SRSF6	-0.109898156	0.139327742	6431
GTF2H1	-0.092267717	0.139335358	2965
MUS81	0.071602958	0.13936138	80198
DPH6-AS1	-0.048052109	0.139363347	NA
STX10	0.138445174	0.139397321	8677
LOC105371267	0.057050431	0.13940926	NA
MIR4712	-0.039289201	0.139426026	NA
TBC1D19	0.161603655	0.139458036	55296
TBC1D19	0.161603655	0.139458036	55296
SKIDA1	-0.066040039	0.139461561	387640
RBMS3	-0.090855191	0.13959353	27303
CHAF1B /// MORC3	0.065769741	0.139594289	NA
MIR498	0.027021137	0.13960456	NA
GSPT1	0.07155064	0.139608132	2935
OR4D2	-0.036342077	0.139626837	124538
LOC105372972	-0.049455916	0.139627574	NA
LOC283585	-0.019470216	0.139660052	NA
MKX-AS1	-0.022365027	0.139665853	NA
LOC101929541	-0.112200059	0.139761425	NA
CABP5	0.051862445	0.139772883	56344
LOC105374353	0.039890837	0.139776769	NA
SLC22A23	0.079432894	0.139777413	63027
MIR302B /// MIR302D	0.049970355	0.139908924	NA
LOC102724036	0.036891392	0.139957009	NA
LOC105374653	-0.056998115	0.140018051	NA
KRT80	-0.03438895	0.140039328	144501
PDCD6	-0.094116211	0.140046904	10016
LOC105369783	-0.044006348	0.140053063	NA
GAS2L1	0.083583286	0.140067749	10634
IGKV1-39 /// IGKC	0.073800222	0.140103456	NA
